nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000254	Isabelle Adjani	1955	\N	actress,soundtrack,producer	tt0090095,tt0079641,tt0094828,tt0082933
nm0000255	Ben Affleck	1972	\N	producer,actor,writer	tt0840361,tt0119217,tt1024648,tt2267998
nm0000256	Jenny Agutter	1952	\N	actress,soundtrack	tt0848228,tt0099253,tt0074812,tt0082010
nm0000257	Alan Alda	1936	\N	actor,miscellaneous,soundtrack	tt0097123,tt0068098,tt7653254,tt0082405
nm0000258	Stephanie Zimbalist	1956	\N	actress,writer	tt0080402,tt2224219,tt0083470,tt0076993
nm0000259	Ginger Lynn	1962	\N	actress,director,writer	tt0087562,tt0134898,tt0395584,tt0210365
nm0000260	Joan Allen	1956	\N	actress,producer,soundtrack	tt0113987,tt0115988,tt3170832,tt0452608
nm0000261	Karen Allen	1951	\N	actress,director,soundtrack	tt0077975,tt0082971,tt0088172,tt0367882
nm0000262	Nancy Allen	1950	\N	actress,soundtrack	tt0100502,tt0080661,tt0093870,tt0107978
nm0000263	Kirstie Alley	1951	\N	actress,producer,writer	tt0084726,tt0097778,tt0157503,tt0114852
nm0000264	Pedro Almodóvar	1949	\N	writer,director,soundtrack	tt0095675,tt0101026,tt0287467,tt1189073
nm0000265	Robert Altman	1925	2006	director,producer,writer	tt0280707,tt0105151,tt0108122,tt0073440
nm0000266	Ursula Andress	1936	\N	actress	tt0055928,tt0060177,tt0061452,tt0082186
nm0000267	Julie Andrews	1935	\N	actress,soundtrack,writer	tt0059742,tt0084865,tt0058331,tt0247638
nm0000268	Ann-Margret	1941	\N	actress,soundtrack	tt0066892,tt0107050,tt0060646,tt0056891
nm0000269	Jean-Jacques Annaud	1943	\N	director,producer,writer	tt2909116,tt0120102,tt0091605,tt0215750
nm0000270	Gabrielle Anwar	1970	\N	actress,producer,soundtrack	tt0105323,tt0114660,tt0810788,tt0108333
nm0000271	Anne Archer	1947	\N	actress,producer,soundtrack	tt0160009,tt0093010,tt0108122,tt0105112
nm0000272	Fanny Ardant	1949	\N	actress,director,writer	tt0086551,tt0401711,tt0127536,tt0283832
nm0000273	Alan Arkin	1934	\N	actor,soundtrack,director	tt0099487,tt1024648,tt0449059,tt0104348
nm0000274	David Arquette	1971	\N	producer,actor,director	tt0120082,tt0271367,tt0151738,tt0134084
nm0000275	Rosanna Arquette	1959	\N	actress,director,producer	tt0110912,tt0190138,tt0088680,tt0089017
nm0000276	Sean Astin	1971	\N	actor,producer,director	tt0167261,tt0167260,tt0089218,tt0120737
nm0000277	Richard Attenborough	1923	2014	actor,producer,director	tt0119567,tt0057115,tt0107290,tt0083987
nm0000278	Pernilla August	1958	\N	actress,director,writer	tt1437366,tt0121765,tt0120915,tt0104350
nm0000279	Hank Azaria	1964	\N	actor,soundtrack,producer	tt0115685,tt0096697,tt1839481,tt0132347
nm0000280	Catherine Bach	1954	\N	actress,soundtrack	tt0119025,tt0072288,tt0078607,tt1414382
nm0000281	Scott Baio	1960	\N	actor,director,producer	tt0070992,tt0367279,tt0281680,tt0270846
nm0000282	Scott Bairstow	1970	\N	actor	tt0283084,tt0120512,tt0119925,tt0182587
nm0000283	Brenda Bakke	1963	\N	actress	tt0114608,tt0107144,tt0114781,tt0119488
nm0000284	Adam Baldwin	1962	\N	actor,soundtrack	tt0379786,tt0116629,tt0093058,tt0187393
nm0000285	Alec Baldwin	1958	\N	actor,producer,soundtrack	tt0104348,tt0318374,tt0407887,tt1230414
nm0000286	Stephen Baldwin	1966	\N	actor,producer,director	tt0158622,tt0114814,tt0486583,tt0115683
nm0000287	William Baldwin	1963	\N	actor,producer,stunts	tt0108162,tt0113010,tt0367089,tt0101393
nm0000288	Christian Bale	1974	\N	actor,editorial_department,producer	tt0144084,tt0372784,tt0468569,tt0964517
nm0000289	Ellen Barkin	1954	\N	actress,producer	tt0157503,tt0116277,tt0086856,tt0108330
nm0000290	John Barry	1933	2011	music_department,soundtrack,composer	tt0089755,tt0081534,tt0093428,tt0099348
nm0000291	Angela Bassett	1958	\N	actress,producer,director	tt0118884,tt2302755,tt1825683,tt0114558
nm0000292	Michelle Bauer	1958	\N	actress,miscellaneous,costume_department	tt0181017,tt0103213,tt0094998,tt0094734
nm0000293	Sean Bean	1959	\N	actor,producer,animation_department	tt0120737,tt0167261,tt1181791,tt0944947
nm0000294	Amanda Bearse	1958	\N	actress,director,producer	tt0092400,tt0089175,tt0255132,tt0247121
nm0000295	Kate Beckinsale	1973	\N	actress,producer,soundtrack	tt0452702,tt0338526,tt0320691,tt0401855
nm0000296	Robert Beltran	1953	\N	actor,soundtrack	tt0085862,tt0112178,tt0113987,tt0087799
nm0000297	Tom Berenger	1949	\N	actor,producer,writer	tt0085244,tt0091763,tt0097815,tt1375666
nm0000298	Candice Bergen	1946	\N	actress,producer,soundtrack	tt0212346,tt0256415,tt0901476,tt0094514
nm0000299	Michael Biehn	1956	\N	actor,producer,director	tt1077258,tt0088247,tt0096754,tt0090605
nm0000300	Juliette Binoche	1964	\N	actress,art_department,miscellaneous	tt0116209,tt0241303,tt1219827,tt2452254
nm0000301	Thora Birch	1982	\N	actress,producer,soundtrack	tt0107120,tt0169547,tt0162346,tt0105112
nm0000302	Jacqueline Bisset	1944	\N	actress,producer,soundtrack	tt0061452,tt0088322,tt0062765,tt0071877
nm0000303	Honor Blackman	1925	2020	actress,soundtrack	tt0243155,tt0054518,tt0057197,tt0058150
nm0000304	Linda Blair	1959	\N	actress,soundtrack,producer	tt0070047,tt0076009,tt0082511,tt0088044
nm0000305	Mel Blanc	1908	1989	actor,soundtrack,music_department	tt0094939,tt0045708,tt0077278,tt0096438
nm0000306	Brian Blessed	1936	\N	actor,soundtrack,director	tt0107616,tt0120855,tt0120915,tt0080745
nm0000307	Helena Bonham Carter	1966	\N	actress,soundtrack,director	tt0137523,tt1504320,tt0408236,tt1707386
nm0000308	Ernest Borgnine	1917	2012	actor,soundtrack,producer	tt0048356,tt0069113,tt0082340,tt0086662
nm0000309	David Bowie	1947	2016	soundtrack,composer,actor	tt0196229,tt0091369,tt0074851,tt0482571
nm0000310	Bruce Boxleitner	1950	\N	actor,soundtrack,producer	tt1104001,tt0105946,tt0871427,tt0084827
nm0000311	Annie Rosar	1888	1963	actress,soundtrack	tt0034396,tt0034800,tt0052996,tt0041552
nm0000312	Amy Brenneman	1964	\N	actress,producer,writer	tt0116287,tt0866437,tt0113277,tt0209069
nm0000313	Jeff Bridges	1949	\N	actor,soundtrack,producer	tt0088172,tt1403865,tt0118715,tt1263670
nm0000314	Charles Bronson	1921	2003	actor	tt0064116,tt0054047,tt0071402,tt0057115
nm0000315	Louise Brooks	1906	1985	actress,soundtrack	tt0020475,tt0017382,tt0021917,tt0018737
nm0000316	Mel Brooks	1926	\N	actor,writer,soundtrack	tt0071230,tt0395251,tt0094012,tt0082517
nm0000317	Clancy Brown	1959	\N	actor,soundtrack,producer	tt2279373,tt1179056,tt0111161,tt0120201
nm0000318	Tim Burton	1958	\N	producer,miscellaneous,director	tt1142977,tt0408236,tt0099487,tt0121164
nm0000319	Yancy Butler	1970	\N	actress,director,writer	tt1650554,tt0274298,tt1250777,tt0107076
nm0000320	Luis Buñuel	1900	1983	writer,director,actor	tt0061395,tt0075824,tt0056732,tt0068361
nm0000321	Gabriel Byrne	1950	\N	actor,producer,writer	tt0146675,tt7784604,tt0114814,tt0100150
nm0000322	Emmanuelle Béart	1963	\N	actress,soundtrack	tt0113947,tt0117060,tt0091480,tt0283832
nm0000323	Michael Caine	1933	\N	actor,producer,soundtrack	tt0124315,tt0482571,tt0468569,tt0258068
nm0000324	Barbara Carrera	1945	\N	actress,soundtrack	tt0085862,tt0086006,tt0084112,tt0076210
nm0000325	David Caruso	1956	\N	actor,producer	tt0261983,tt0083944,tt0106079,tt0228750
nm0000326	Kim Cattrall	1956	\N	actress,producer,soundtrack	tt0102975,tt1000774,tt0159206,tt1261945
nm0000327	Lacey Chabert	1982	\N	actress,soundtrack,producer	tt0120738,tt0454082,tt0277371,tt0377092
nm0000328	Richard Chamberlain	1934	\N	actor,soundtrack,producer	tt0072824,tt0076299,tt0085101,tt0072308
nm0000329	Jackie Chan	1954	\N	producer,actor,stunts	tt0266915,tt0089374,tt0127357,tt0120812
nm0000330	Stockard Channing	1944	\N	actress,soundtrack	tt0077631,tt0198021,tt0120791,tt0108149
nm0000331	Chevy Chase	1943	\N	actor,writer,soundtrack	tt0090056,tt0092086,tt0080487,tt0085995
nm0000332	Don Cheadle	1964	\N	actor,producer,soundtrack	tt0181865,tt1540133,tt0395169,tt0375679
nm0000333	Cher	1946	\N	soundtrack,actress,composer	tt0089560,tt0093565,tt0100140,tt1126591
nm0000334	Chow Yun-Fat	1955	\N	actor,writer,soundtrack	tt0473444,tt0120008,tt1098327,tt0190332
nm0000335	Glenn Close	1947	\N	actress,producer,soundtrack	tt3750872,tt0094947,tt0093010,tt2015381
nm0000336	James Coburn	1928	2002	actor,producer,director	tt0074695,tt0057115,tt0054047,tt0056923
nm0000337	Rachael Leigh Cook	1979	\N	actress,producer	tt5659816,tt0331811,tt11100856,tt0160862
nm0000338	Francis Ford Coppola	1939	\N	producer,director,writer	tt0078788,tt0071360,tt0071562,tt0068646
nm0000339	Roger Corman	1926	\N	producer,director,actor	tt0099612,tt0102926,tt0091419,tt0061189
nm0000340	Cindy Crawford	1966	\N	actress,producer,soundtrack	tt0113010,tt0186549,tt1441109,tt0120577
nm0000341	Michael Crichton	1942	2008	writer,producer,director	tt0117998,tt0108757,tt0107290,tt0070909
nm0000342	James Cromwell	1940	\N	actor,producer,soundtrack	tt0120689,tt0144214,tt0119488,tt0117731
nm0000343	David Cronenberg	1943	\N	director,actor,writer	tt0115964,tt0091064,tt0120907,tt0094964
nm0000344	Denise Crosby	1957	\N	actress,producer	tt0104119,tt0098084,tt0097889,tt0083511
nm0000345	Billy Crystal	1948	\N	actor,writer,producer	tt0113097,tt0098635,tt0101587,tt0122933
nm0000346	Macaulay Culkin	1980	\N	actor,producer,director	tt0102492,tt0104431,tt0107034,tt0099785
nm0000347	Tim Curry	1946	\N	actor,soundtrack,producer	tt0099810,tt0073629,tt0112715,tt0088930
nm0000348	Tony Curtis	1925	2010	actor,soundtrack,producer	tt0054331,tt0051036,tt0053291,tt0066701
nm0000349	Joan Cusack	1962	\N	actress,soundtrack,writer	tt0119360,tt0119229,tt1659337,tt0096463
nm0000350	Beverly D'Angelo	1951	\N	actress,soundtrack,producer	tt0085995,tt0120586,tt0097958,tt0120434
nm0000351	Donna D'Errico	1968	\N	actress,director,producer	tt4459134,tt4270458,tt12861508,tt7235466
nm0000352	Vincent D'Onofrio	1959	\N	actor,producer,soundtrack	tt0369610,tt0119654,tt0093058,tt0209958
nm0000353	Willem Dafoe	1955	\N	actor,soundtrack,producer	tt6938828,tt0145487,tt7984734,tt5649144
nm0000354	Matt Damon	1970	\N	producer,actor,soundtrack	tt3659388,tt0407887,tt0134119,tt0119217
nm0000355	Anthony Daniels	1946	\N	actor,producer,writer	tt0080684,tt2488496,tt2527336,tt0076759
nm0000356	Sybil Danning	1952	\N	actress,producer,writer	tt0080421,tt0373883,tt0085672,tt0085318
nm0000357	Lolita Davidovich	1961	\N	actress	tt0102138,tt0329717,tt0096943,tt0092513
nm0000358	Daniel Day-Lewis	1957	\N	actor,music_department,soundtrack	tt0469494,tt0217505,tt0104691,tt0443272
nm0000359	Olivier De Funès	1949	\N	actor,writer,soundtrack	tt0060475,tt0064425,tt0250077,tt0065848
nm0000360	Rebecca De Mornay	1959	\N	actress,soundtrack,producer	tt0089941,tt0086200,tt0104389,tt0396269
nm0000361	Brian De Palma	1940	\N	director,writer,producer	tt0094226,tt0080661,tt0120832,tt0086984
nm0000362	Danny DeVito	1944	\N	actor,producer,director	tt0117008,tt0094142,tt0103776,tt0098621
nm0000363	Loren Dean	1969	\N	actor,soundtrack	tt0098258,tt0186566,tt0112384,tt0120660
nm0000364	Sandra Dee	1942	2005	actress,soundtrack	tt0053320,tt0052847,tt0056093,tt0052918
nm0000365	Julie Delpy	1969	\N	actress,writer,director	tt0111507,tt0381681,tt0841044,tt0112471
nm0000366	Catherine Deneuve	1943	\N	actress,soundtrack,producer	tt0168629,tt0283832,tt0059646,tt0061395
nm0000367	Gérard Depardieu	1948	\N	actor,producer,soundtrack	tt0103594,tt0099699,tt0120744,tt0099334
nm0000368	Laura Dern	1967	\N	actress,producer,writer	tt7653254,tt2305051,tt0107290,tt0090756
nm0000369	Matt Dillon	1964	\N	actor,art_department,director	tt0129387,tt0375679,tt4003440,tt0097240
nm0000370	Walt Disney	1901	1966	producer,actor,director	tt0048280,tt0034492,tt0029583,tt0058331
nm0000371	Ami Dolenz	1969	\N	actress,producer,miscellaneous	tt0110913,tt0056758,tt0092718,tt0107949
nm0000372	Amanda Donohoe	1962	\N	actress,producer	tt0090466,tt0095488,tt0110428,tt0119528
nm0000373	Michael Dorn	1952	\N	actor,director,soundtrack	tt0111280,tt0120844,tt0117731,tt0253754
nm0000374	Brad Dourif	1950	\N	actor	tt0167261,tt0095647,tt0087182,tt0073486
nm0000375	Robert Downey Jr.	1965	\N	actor,producer,soundtrack	tt1300854,tt0848228,tt0371746,tt0988045
nm0000376	Fran Drescher	1957	\N	writer,actress,producer	tt0837562,tt0098546,tt0118691,tt0106080
nm0000377	Richard Dreyfuss	1947	\N	actor,producer,soundtrack	tt0073195,tt0069704,tt0076095,tt0075860
nm0000378	Minnie Driver	1970	\N	actress,soundtrack,producer	tt0496343,tt0112679,tt0119217,tt5592146
nm0000379	Kirsten Dunst	1982	\N	actress,producer,soundtrack	tt0110148,tt0110367,tt0145487,tt1527186
nm0000380	Robert Duvall	1931	\N	actor,producer,soundtrack	tt0118632,tt0086423,tt0078788,tt0068646
nm0000381	Anthony Edwards	1962	\N	actor,producer,director	tt0443706,tt0088000,tt0108757,tt0092099
nm0000382	Atom Egoyan	1960	\N	director,writer,producer	tt0120255,tt2326612,tt1352824,tt0273435
nm0000383	Jennifer Ehle	1969	\N	actress	tt4919484,tt0112130,tt1790885,tt2392830
nm0000384	Danny Elfman	1953	\N	music_department,soundtrack,composer	tt0119654,tt0367594,tt0121164,tt0107688
nm0000385	Sam Elliott	1944	\N	actor,producer,soundtrack	tt0118715,tt5655222,tt0098206,tt1517451
nm0000386	Roland Emmerich	1955	\N	writer,producer,director	tt0319262,tt1628841,tt0116629,tt0120685
nm0000387	Robert Englund	1947	\N	actor,miscellaneous,director	tt0087800,tt0095742,tt0329101,tt0093629
nm0000388	R. Lee Ermey	1944	2018	actor,miscellaneous,producer	tt0095647,tt0114369,tt0324216,tt0093058
nm0000389	Emilio Estevez	1962	\N	actor,director,producer	tt0308055,tt1441912,tt0100994,tt3294746
nm0000390	Joe Eszterhas	1944	\N	writer,producer,miscellaneous	tt0103772,tt0108162,tt0118577,tt0114436
nm0000391	Rupert Everett	1959	\N	actor,soundtrack,producer	tt0122541,tt0109592,tt0119738,tt2404639
nm0000392	Morgan Fairchild	1950	\N	actress,soundtrack,producer	tt1754944,tt0084652,tt0081858,tt0108778
nm0000393	Peter Falk	1927	2011	actor,producer,soundtrack	tt1466074,tt0074937,tt0281322,tt0093779
nm0000394	Chris Farley	1964	1997	actor,soundtrack,stunts	tt0118708,tt0115697,tt0114694,tt0106598
nm0000395	Terry Farrell	1963	\N	actress	tt0174378,tt0090685,tt0104409,tt0106145
nm0000396	Farrah Fawcett	1947	2009	actress,producer,soundtrack	tt0073972,tt0074812,tt0079285,tt0082136
nm0000397	Corey Feldman	1971	\N	actor,producer,soundtrack	tt0093437,tt0087298,tt0092005,tt0089218
nm0000398	Sally Field	1946	\N	actress,producer,soundtrack	tt0098384,tt0443272,tt0076729,tt0109830
nm0000399	David Fincher	1962	\N	producer,director,actor	tt1285016,tt0114369,tt2267998,tt0443706
nm0000400	Linda Fiorentino	1958	\N	actress,soundtrack	tt0119654,tt0110308,tt0120655,tt0088680
nm0000401	Laurence Fishburne	1961	\N	actor,producer,writer	tt0234215,tt1598778,tt0133093,tt0327056
nm0000402	Carrie Fisher	1956	2016	actress,miscellaneous,soundtrack	tt0086190,tt0080684,tt0076759,tt2527336
nm0000403	Bridget Fonda	1964	\N	actress,soundtrack	tt0105414,tt0107843,tt0120324,tt0139414
nm0000404	Jane Fonda	1937	\N	actress,producer,soundtrack	tt0067309,tt0062711,tt0369735,tt3312830
nm0000405	Michelle Forbes	1965	\N	actress	tt0116225,tt0107302,tt0844441,tt1951266
nm0000406	John Ford	1894	1973	director,producer,writer	tt0056217,tt0032551,tt0045061,tt0031971
nm0000407	Vivica A. Fox	1964	\N	actress,producer,soundtrack	tt0373474,tt0116629,tt0118688,tt0266697
nm0000408	Jonathan Frakes	1952	\N	actor,director,producer	tt0111280,tt0120844,tt0253754,tt0117731
nm0000409	Brendan Fraser	1968	\N	actor,producer,soundtrack	tt0120616,tt0375679,tt0119190,tt0209163
nm0000410	Stephen Fry	1957	\N	actor,writer,producer	tt0120514,tt0434409,tt0371724,tt0280707
nm0000411	Edward Furlong	1977	\N	actor,producer,soundtrack	tt0120586,tt0103064,tt0165710,tt0990407
nm0000412	Andy Garcia	1956	\N	actor,producer,soundtrack	tt0240772,tt0343996,tt0349903,tt0099674
nm0000413	Janeane Garofalo	1964	\N	actress,writer,producer	tt0132347,tt0243655,tt0382932,tt0117979
nm0000414	Teri Garr	1947	\N	actress,soundtrack	tt0088680,tt0072431,tt0075860,tt0084805
nm0000415	Jami Gertz	1965	\N	actress,producer,executive	tt0117998,tt0093437,tt0088128,tt0320970
nm0000416	Terry Gilliam	1940	\N	writer,actor,animation_department	tt0085959,tt0071853,tt0081633,tt0088846
nm0000417	Crispin Glover	1964	\N	actor,soundtrack,producer	tt0310357,tt1729632,tt0091860,tt0088763
nm0000418	Danny Glover	1946	\N	actor,producer,director	tt1190080,tt0104714,tt0122151,tt0093409
nm0000419	Jean-Luc Godard	1930	\N	director,writer,editor	tt0053472,tt0057345,tt0059592,tt0056663
nm0000420	Valeria Golino	1965	\N	actress,producer,soundtrack	tt0107144,tt0095953,tt0102059,tt8613070
nm0000421	Cuba Gooding Jr.	1968	\N	actor,soundtrack,producer	tt0116695,tt0316465,tt0203019,tt0114069
nm0000422	John Goodman	1952	\N	actor,soundtrack,producer	tt1179933,tt0101410,tt1907668,tt1024648
nm0000423	Serena Grandi	1958	\N	actress	tt0104123,tt0089271,tt0089598,tt2358891
nm0000424	Hugh Grant	1960	\N	actor,soundtrack	tt0109831,tt0276751,tt0314331,tt0125439
nm0000425	Peter Greenaway	1942	\N	director,writer,editor	tt0092929,tt0097108,tt1702429,tt0446750
nm0000426	Jennifer Grey	1960	\N	actress,soundtrack	tt0091042,tt0092890,tt0087985,tt2013293
nm0000427	Pam Grier	1949	\N	actress,soundtrack,writer	tt0069897,tt0119396,tt0071517,tt0228333
nm0000428	D.W. Griffith	1875	1948	director,writer,producer	tt0010484,tt0009968,tt0004972,tt0006864
nm0000429	Melanie Griffith	1957	\N	actress,producer	tt0086984,tt0091983,tt0096463,tt0119558
nm0000430	Steve Guttenberg	1958	\N	actor,producer,soundtrack	tt0089822,tt0094137,tt0087928,tt0091949
nm0000431	Taylor Hackford	1944	\N	producer,director,writer	tt0084434,tt0350258,tt0109642,tt0106469
nm0000432	Gene Hackman	1930	\N	actor,soundtrack,producer	tt0265666,tt0069113,tt0067116,tt0105695
nm0000433	Corey Haim	1971	2010	actor,producer,soundtrack	tt0095519,tt0093437,tt0091445,tt0090021
nm0000434	Mark Hamill	1951	\N	actor,soundtrack,producer	tt0076759,tt0080684,tt0086190,tt2527336
nm0000435	Daryl Hannah	1960	\N	actress,producer,director	tt0378194,tt0094291,tt0088161,tt0266697
nm0000436	Curtis Hanson	1945	2016	director,producer,writer	tt0104389,tt0185014,tt0119488,tt0388125
nm0000437	Woody Harrelson	1961	\N	actor,producer,soundtrack	tt1156398,tt0117318,tt2356777,tt0110632
nm0000438	Ed Harris	1950	\N	actor,producer,director	tt0183659,tt0800308,tt0120382,tt0112384
nm0000439	Neil Patrick Harris	1973	\N	actor,soundtrack,producer	tt2267998,tt0120201,tt4834206,tt0460649
nm0000440	Nina Hartley	1959	\N	actress,director,producer	tt0167019,tt1282224,tt0189990,tt0118749
nm0000441	Noah Hathaway	1971	\N	actor,miscellaneous	tt0092115,tt0088323,tt0076984,tt0077215
nm0000442	Rutger Hauer	1944	2019	actor,producer,director	tt0401792,tt0091209,tt0083658,tt1640459
nm0000443	Goldie Hawn	1945	\N	actress,producer,soundtrack	tt0081375,tt0116313,tt0093693,tt0104070
nm0000444	Glenne Headly	1955	2017	actress	tt0099422,tt2229499,tt0095031,tt0113862
nm0000445	Dan Hedaya	1940	\N	actor,soundtrack	tt0114814,tt0166924,tt0086979,tt0112697
nm0000446	Mariel Hemingway	1961	\N	actress,producer,soundtrack	tt0094074,tt0079522,tt0088960,tt0159730
nm0000447	Marilu Henner	1952	\N	actress,miscellaneous,producer	tt0102250,tt0105017,tt0087507,tt0077089
nm0000448	Lance Henriksen	1940	\N	actor,producer,miscellaneous	tt0107076,tt0114214,tt0370263,tt0090605
nm0000449	Natasha Henstridge	1974	\N	actress,producer,soundtrack	tt0190138,tt0120841,tt0228333,tt0114508
nm0000450	Philip Seymour Hoffman	1967	2014	actor,producer,soundtrack	tt0379725,tt0472062,tt0292963,tt1560747
nm0000451	Gaby Hoffmann	1982	\N	actress,soundtrack,director	tt0098554,tt0097351,tt0114011,tt0116242
nm0000452	Lauren Holly	1963	\N	actress,producer	tt0207201,tt0103512,tt0106770,tt0109686
nm0000453	Ian Holm	1931	2020	actor,soundtrack,animation_department	tt0120737,tt0088846,tt0120681,tt0167260
nm0000454	Dennis Hopper	1936	2010	actor,director,writer	tt0064276,tt0114898,tt0090756,tt0111257
nm0000455	John Hughes	1950	2009	writer,producer,director	tt0090305,tt0091042,tt0093748,tt0098554
nm0000456	Holly Hunter	1958	\N	actress,producer,soundtrack	tt3606756,tt0328538,tt0092699,tt0107822
nm0000457	John Hurt	1940	2017	actor,soundtrack	tt0087803,tt0080678,tt0078748,tt0077928
nm0000458	William Hurt	1950	2022	actor,producer	tt0120738,tt0092699,tt0399146,tt0080360
nm0000459	Timothy Hutton	1960	\N	actor,producer,director	tt0081283,tt0115639,tt0343737,tt1103987
nm0000460	Jeremy Irons	1948	\N	actor,soundtrack,producer	tt2094766,tt0110357,tt2975590,tt0094964
